FAROE	PLATEAU	COD	(ICES	SUBDIVISION	VB1)	Surveys_revised.TXT			
102									
SUMMER	SURVEY								
1996	2023								
1	1	0.6	0.7						
1	9
200	38.995	724.22	6568.021	3719.928	1298.561	700.171	232.427	48.409	75.499
200	54.99	514.478	1476.622	6647.446	1445.852	177.031	138.119	30.595	1.424
200	411.538	529.249	507.867	981.822	3677.057	901.04	49.55	36.526	17.768
200	121.696	374.253	1257.171	752.267	676.416	1418.979	236.76	40.02	9.971
200	461.583	1374.33	1150.957	672.661	310.527	436.618	601.208	36.493	7.57
200	212.194	3442.3	2446.599	1534.257	417.185	237.413	282.909	242.709	30.911
200	737.135	2368.221	5574.596	1812.619	811.547	149.215	84.316	69.896	49.902
200	68.301	357.365	1037.984	2211.462	565.999	123.687	17.659	11.982	18.447
200	204.117	451.806	839.245	1081.279	1547.273	344.289	80.145	25.634	21.56
200	218.767	616.252	736.649	871.685	1167.772	754.802	142.442	44.658	12.671
200	133.472	980.129	689.323	348.347	311.477	256.262	122.775	28.04	15.49
200	85.555	233.191	449.488	314.014	179.706	134.763	75.801	30.793	12.663
200	181.56	70.336	370.588	328.041	400.612	159.819	52.468	27.763	33.273
200	612.357	435.544	1975.015	821.074	552.945	392.312	131.463	47.229	37.583
200	269.142	1247.797	1551.329	1008.362	363.183	244.155	148.919	41.779	34.201
200	7.094	302.81	1374.704	1083.789	380.704	160.713	105	37.364	14.109
200	40.877	22.153	231.062	1080.495	512.592	88.341	35.691	19.227	4.693
200	394.518	105.144	205.336	209.31	888.887	541.542	104.298	44.298	30.868
200	14.4	644.03	866.236	357.904	357.576	400.832	124.027	36.829	22.238
200	205.792	232.996	2236.904	1694.894	412.479	361.113	241.566	66.763	15.814
200	205.609	590.445	838.753	1849.406	693.111	146.529	142.665	73.151	14.556
200	708.254	831.273	997.368	1591.172	1636.334	360.966	129.701	64.989	17.81
200	980.253	982.021	779.401	781.536	502.91	409.818	105.784	27.653	19.764
200	233.957	743.893	922.873	801.459	437.631	276.175	123.438	36.281	16.577
200	83.622	164.624	856.996	685.503	212.302	85.975	48.611	29.563	4.53
200 114.3822848	102.8883495	136.62044	485.7861881	211.1540231	61.69657795	20.15371822	15.32551591	9.062955047
200 33.8965568	279.4717237	198.8921509	181.73239	186.1404236	47.76386057	21.28571306	17.25439337	4.071165924
200 23.83226987	114.2407555	311.7932049	111.0480684	105.3136196	107.1088546	36.07940495	15.72431084	5.348141737


SPRING	SURVEY	(NOT shifted back to Dec, 0s at age 1 replaced by 0.1)				
1994	2023								
1	1	0.2	0.25						
1	9								
100	7.769204965	612.5270497	336.924338	912.7725533	508.5363361	129.6753837	187.2398303	28.5676454	0.1
100	4.185057972	623.1759653	845.6837721	1528.426282	1525.182216	1191.393562	285.6473884	350.8401424	48.89464711
100	0	215.4651419	4043.862586	3984.378919	1892.079249	1371.957515	420.8446371	82.83087463	169.7090598
100	1.84501845	72.54259047	834.4025185	5398.273039	2359.549897	333.9431871	227.0077353	58.76879237	5.314749258
100	1.180811808	69.72726088	425.1842917	1572.115873	4919.265617	1135.969041	82.29807421	40.73411381	35.23258727
100	9.997318005	704.6697116	674.9181532	991.3467621	1225.188105	2079.198483	252.1279404	25.16617403	13.36398852
100	2.032595326	315.9608048	1432.44047	746.0615858	441.0125216	506.7032337	836.7177473	63.84899394	3.115246134
100	1.429889299	938.4212996	2387.799233	1993.76919	456.1781427	324.4389616	578.6495156	128.6121615	3.858525371
100	0.230627306	383.0002296	4564.066506	2892.146635	1579.665203	331.9341111	231.7603217	178.9411061	131.9009767
100	0	90.23993552	718.9575783	3914.969463	1260.432467	528.7282087	67.37036706	51.65322774	39.73308765
100	0.230627306	609.5293794	575.8401224	844.6106615	1175.080517	292.9159065	66.0499762	22.22754635	11.90400539
100	0	383.0726795	438.162472	1151.674356	1440.241391	844.4929549	140.6442825	14.02155713	3.816385408
100	1.07346528	167.4650029	156.6915628	177.2543613	360.0677562	291.9716462	94.98727743	15.49338646	3.99168909
100	0	41.09427017	270.8811875	286.6419871	155.1505011	170.377431	105.1062391	37.82111623	14.37574223
100	5.551348686	176.6169603	474.5399177	851.9113594	479.1786088	151.5211576	83.90260935	39.36729675	13.34577067
100	71.49171977	307.8115189	475.518201	977.6774166	1159.092759	427.2779335	73.7438027	31.63666843	24.94299284
100	34.99720981	697.639405	1318.79466	745.6238452	538.1306489	381.0078433	98.93569685	40.97660789	17.18416913
100	0	148.4387413	1318.9699	1240.312378	562.4316073	300.1780848	237.7541235	85.15854393	21.9080478
100	0	1.375751396	273.7949047	1303.766052	326.7258472	73.61221487	27.00500494	23.74209551	6.173217144
100	3.225138425	67.98267935	377.6271906	1699.781856	2053.207395	295.5778448	32.62339419	22.36737133	17.7255857
100	0.98400984	130.8909713	113.4359764	159.5790672	419.7344714	333.0489414	74.75831989	22.0108338	13.56672241
100	0	22.40757577	533.2709722	225.6304636	193.9137409	305.2235308	138.8554513	32.55694492	8.043228476
100	6.211422445	81.73989162	280.0598897	697.2557775	151.7706837	73.42496228	77.32053771	27.18853187	7.655807303
100	26.63360696	107.5882646	526.8446086	695.4402717	1087.846741	136.0341	55.93701775	31.32841968	9.883191352
100	22.06521361	587.3531164	924.2286007	1004.510267	731.5712224	715.6653415	155.7523346	51.30145156	35.3183514
100 39.09919015	347.4127527	1078.689921	762.3139575	557.6939173	351.7206994	188.2150613	20.27064831	14.26846577
100 0.230627306	11.16295431	676.7142409	728.732095	306.1701195	147.2285093	76.24758645	36.11963224	4.0676101
100 35.26806266	84.57296438	224.710321	629.1460448	242.9026922	86.75057105	17.28294481	9.498345141	4.771789207
100 2.012632921	66.26573269	85.57518805	223.5761466	188.6330325	49.77157241	14.85175781	8.056293136	3.527106122
100 56.08952271	114.5488651	178.2346319	93.98503066	183.0743799	80.94043383	17.59271744	2.934036362	0.236482236

